product_id,company_id,company_name,company_type_name,drug_id,brand_name,molecule,technology,phase_name,business_development_status,launch_yr_us,launch_yr_row,generic_entry_us,generic_entry_row,drug_class_id,drug_class_name,drug_group_id,drug_group_name,therapy_area_id,therapy_area_name,reporting_currency_id,region_name,company_revenue_type,Previous5,Previous4,Previous3,Previous2,Previous1,current,Forecast1,Forecast2,Forecast3,Forecast4,Forecast5,Forecast6,7_yr_cagr,drug_profile_id,indication,extract_date
7,24,Bristol-Myers Squibb,Large Pharma,801,11-beta HSD Inhibitor,,Small Molecule (Chemical),Phase I,In-House,,,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,6,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Type II Diabetes,7/7/14 12:28
7,24,Bristol-Myers Squibb,Large Pharma,801,11-beta HSD Inhibitor,,Small Molecule (Chemical),Phase I,In-House,,,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,6,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Type II Diabetes,7/7/14 12:28
10,46,GlaxoSmithKline,Large Pharma,612,1322322,1322322,Small Molecule (Chemical),Phase II,In-House,,,,,39,Other Antibiotics,27,Bacterial Infection,7,Anti-infectives,4,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Bacterial Infections,7/7/14 12:28
10,46,GlaxoSmithKline,Large Pharma,612,1322322,1322322,Small Molecule (Chemical),Phase II,In-House,,,,,39,Other Antibiotics,27,Bacterial Infection,7,Anti-infectives,4,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Bacterial Infections,7/7/14 12:28
10,46,GlaxoSmithKline,Large Pharma,612,1322322,1322322,Small Molecule (Chemical),Phase II,In-House,,,,,39,Other Antibiotics,27,Bacterial Infection,7,Anti-infectives,4,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Bacterial Infections,7/7/14 12:28
10,46,GlaxoSmithKline,Large Pharma,612,1322322,1322322,Small Molecule (Chemical),Phase II,In-House,,,,,39,Other Antibiotics,27,Bacterial Infection,7,Anti-infectives,4,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Bacterial Infections,7/7/14 12:28
10,46,GlaxoSmithKline,Large Pharma,612,1322322,1322322,Small Molecule (Chemical),Phase II,In-House,,,,,39,Other Antibiotics,27,Bacterial Infection,7,Anti-infectives,4,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Bacterial Infections,7/7/14 12:28
10,46,GlaxoSmithKline,Large Pharma,612,1322322,1322322,Small Molecule (Chemical),Phase II,In-House,,,,,39,Other Antibiotics,27,Bacterial Infection,7,Anti-infectives,4,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Bacterial Infections,7/7/14 12:28
12,46,GlaxoSmithKline,Large Pharma,2512,foretinib,mesenchymal-epithelial transition factor (C-met) kinase inhibitor,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,182,Angiogenesis Inhibitors (Small-molecule),84,Targeted Small Molecules,3,Oncology,4,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Cancer,7/7/14 12:28
12,46,GlaxoSmithKline,Large Pharma,2512,foretinib,mesenchymal-epithelial transition factor (C-met) kinase inhibitor,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,182,Angiogenesis Inhibitors (Small-molecule),84,Targeted Small Molecules,3,Oncology,4,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Cancer,7/7/14 12:28
12,46,GlaxoSmithKline,Large Pharma,2512,foretinib,mesenchymal-epithelial transition factor (C-met) kinase inhibitor,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,182,Angiogenesis Inhibitors (Small-molecule),84,Targeted Small Molecules,3,Oncology,4,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Cancer,7/7/14 12:28
12,46,GlaxoSmithKline,Large Pharma,2512,foretinib,mesenchymal-epithelial transition factor (C-met) kinase inhibitor,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,182,Angiogenesis Inhibitors (Small-molecule),84,Targeted Small Molecules,3,Oncology,4,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Cancer,7/7/14 12:28
12,46,GlaxoSmithKline,Large Pharma,2512,foretinib,mesenchymal-epithelial transition factor (C-met) kinase inhibitor,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,182,Angiogenesis Inhibitors (Small-molecule),84,Targeted Small Molecules,3,Oncology,4,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Cancer,7/7/14 12:28
12,46,GlaxoSmithKline,Large Pharma,2512,foretinib,mesenchymal-epithelial transition factor (C-met) kinase inhibitor,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,182,Angiogenesis Inhibitors (Small-molecule),84,Targeted Small Molecules,3,Oncology,4,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Cancer,7/7/14 12:28
17,46,GlaxoSmithKline,Large Pharma,785,1614235,1614235,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,4,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Type II Diabetes,7/7/14 12:28
17,46,GlaxoSmithKline,Large Pharma,785,1614235,1614235,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,4,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Type II Diabetes,7/7/14 12:28
17,46,GlaxoSmithKline,Large Pharma,785,1614235,1614235,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,4,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Type II Diabetes,7/7/14 12:28
17,46,GlaxoSmithKline,Large Pharma,785,1614235,1614235,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,4,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Type II Diabetes,7/7/14 12:28
17,46,GlaxoSmithKline,Large Pharma,785,1614235,1614235,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,4,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Type II Diabetes,7/7/14 12:28
17,46,GlaxoSmithKline,Large Pharma,785,1614235,1614235,Small Molecule (Chemical),Phase I,Licensed (Development),,,,,32,Other Diabetes Agents,22,Diabetes,8,Metabolism,4,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Type II Diabetes,7/7/14 12:28
21,46,GlaxoSmithKline,Large Pharma,1176,2190915,2190915,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,98,Other Asthma Agents,61,Asthma & COPD,1,Respiratory,4,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Asthma,7/7/14 12:28
21,46,GlaxoSmithKline,Large Pharma,1176,2190915,2190915,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,98,Other Asthma Agents,61,Asthma & COPD,1,Respiratory,4,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Asthma,7/7/14 12:28
21,46,GlaxoSmithKline,Large Pharma,1176,2190915,2190915,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,98,Other Asthma Agents,61,Asthma & COPD,1,Respiratory,4,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Asthma,7/7/14 12:28
21,46,GlaxoSmithKline,Large Pharma,1176,2190915,2190915,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,98,Other Asthma Agents,61,Asthma & COPD,1,Respiratory,4,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Asthma,7/7/14 12:28
21,46,GlaxoSmithKline,Large Pharma,1176,2190915,2190915,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,98,Other Asthma Agents,61,Asthma & COPD,1,Respiratory,4,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Asthma,7/7/14 12:28
21,46,GlaxoSmithKline,Large Pharma,1176,2190915,2190915,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,98,Other Asthma Agents,61,Asthma & COPD,1,Respiratory,4,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Asthma,7/7/14 12:28
33,46,GlaxoSmithKline,Large Pharma,4682,umeclidinium,umeclidinium,Small Molecule (Chemical),Filed,In-House,Jul-14,Jul-14,N/A,Sep-22,128,Anti-cholinergics,61,Asthma & COPD,1,Respiratory,4,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,10,COPD,7/7/14 12:28
33,46,GlaxoSmithKline,Large Pharma,4682,umeclidinium,umeclidinium,Small Molecule (Chemical),Filed,In-House,Jul-14,Jul-14,N/A,Sep-22,128,Anti-cholinergics,61,Asthma & COPD,1,Respiratory,4,Global,Sales,0,0,0,0,0,53.27194417,138.1248602,222.8133924,277.7865676,313.1391061,343.3511358,369.0488568,0,10,COPD,7/7/14 12:28
33,46,GlaxoSmithKline,Large Pharma,4682,umeclidinium,umeclidinium,Small Molecule (Chemical),Filed,In-House,Jul-14,Jul-14,N/A,Sep-22,128,Anti-cholinergics,61,Asthma & COPD,1,Respiratory,4,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,10,COPD,7/7/14 12:28
33,46,GlaxoSmithKline,Large Pharma,4682,umeclidinium,umeclidinium,Small Molecule (Chemical),Filed,In-House,Jul-14,Jul-14,N/A,Sep-22,128,Anti-cholinergics,61,Asthma & COPD,1,Respiratory,4,ROW,Sales,0,0,0,0,0,25.13049167,53.70050273,75.85253628,97.99395442,116.1489386,132.290242,146.7313745,0,10,COPD,7/7/14 12:28
33,46,GlaxoSmithKline,Large Pharma,4682,umeclidinium,umeclidinium,Small Molecule (Chemical),Filed,In-House,Jul-14,Jul-14,N/A,Sep-22,128,Anti-cholinergics,61,Asthma & COPD,1,Respiratory,4,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,10,COPD,7/7/14 12:28
33,46,GlaxoSmithKline,Large Pharma,4682,umeclidinium,umeclidinium,Small Molecule (Chemical),Filed,In-House,Jul-14,Jul-14,N/A,Sep-22,128,Anti-cholinergics,61,Asthma & COPD,1,Respiratory,4,US,Sales,0,0,0,0,0,28.1414525,84.42435751,146.9608561,179.7926132,196.9901675,211.0608938,222.3174823,0,10,COPD,7/7/14 12:28
38,46,GlaxoSmithKline,Large Pharma,2491,vilanterol,vilanterol,Small Molecule (Chemical),Phase III,In-House,,Apr-15,N/A,Sep-22,24,Beta-2 Agonists,61,Asthma & COPD,1,Respiratory,4,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,15,COPD,7/7/14 12:28
38,46,GlaxoSmithKline,Large Pharma,2491,vilanterol,vilanterol,Small Molecule (Chemical),Phase III,In-House,,Apr-15,N/A,Sep-22,24,Beta-2 Agonists,61,Asthma & COPD,1,Respiratory,4,Global,Sales,0,0,0,0,0,0,16.41584729,32.83169459,47.42341293,62.01512286,73.9803548,84.60313289,0,15,COPD,7/7/14 12:28
38,46,GlaxoSmithKline,Large Pharma,2491,vilanterol,vilanterol,Small Molecule (Chemical),Phase III,In-House,,Apr-15,N/A,Sep-22,24,Beta-2 Agonists,61,Asthma & COPD,1,Respiratory,4,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,15,COPD,7/7/14 12:28
38,46,GlaxoSmithKline,Large Pharma,2491,vilanterol,vilanterol,Small Molecule (Chemical),Phase III,In-House,,Apr-15,N/A,Sep-22,24,Beta-2 Agonists,61,Asthma & COPD,1,Respiratory,4,ROW,Sales,0,0,0,0,0,0,16.41584729,32.83169459,47.42341293,62.01512286,73.9803548,84.60313289,0,15,COPD,7/7/14 12:28
38,46,GlaxoSmithKline,Large Pharma,2491,vilanterol,vilanterol,Small Molecule (Chemical),Phase III,In-House,,Apr-15,N/A,Sep-22,24,Beta-2 Agonists,61,Asthma & COPD,1,Respiratory,4,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,15,COPD,7/7/14 12:28
38,46,GlaxoSmithKline,Large Pharma,2491,vilanterol,vilanterol,Small Molecule (Chemical),Phase III,In-House,,Apr-15,N/A,Sep-22,24,Beta-2 Agonists,61,Asthma & COPD,1,Respiratory,4,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,15,COPD,7/7/14 12:28
45,46,GlaxoSmithKline,Large Pharma,767,742457,742457,Small Molecule (Chemical),Phase II,In-House,,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,4,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Alzheimer's Disease,7/7/14 12:28
45,46,GlaxoSmithKline,Large Pharma,767,742457,742457,Small Molecule (Chemical),Phase II,In-House,,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,4,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Alzheimer's Disease,7/7/14 12:28
45,46,GlaxoSmithKline,Large Pharma,767,742457,742457,Small Molecule (Chemical),Phase II,In-House,,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,4,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Alzheimer's Disease,7/7/14 12:28
45,46,GlaxoSmithKline,Large Pharma,767,742457,742457,Small Molecule (Chemical),Phase II,In-House,,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,4,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Alzheimer's Disease,7/7/14 12:28
45,46,GlaxoSmithKline,Large Pharma,767,742457,742457,Small Molecule (Chemical),Phase II,In-House,,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,4,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Alzheimer's Disease,7/7/14 12:28
45,46,GlaxoSmithKline,Large Pharma,767,742457,742457,Small Molecule (Chemical),Phase II,In-House,,,,,63,Other Alzheimers Disease Agents,39,Alzheimer's Disease,12,Central Nervous System,4,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Alzheimer's Disease,7/7/14 12:28
54,46,GlaxoSmithKline,Large Pharma,1470,961081,MABA081,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,123,Asthma & COPD Combination Products,61,Asthma & COPD,1,Respiratory,4,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,29,COPD,7/7/14 12:28
54,46,GlaxoSmithKline,Large Pharma,1470,961081,MABA081,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,123,Asthma & COPD Combination Products,61,Asthma & COPD,1,Respiratory,4,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,29,COPD,7/7/14 12:28
54,46,GlaxoSmithKline,Large Pharma,1470,961081,MABA081,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,123,Asthma & COPD Combination Products,61,Asthma & COPD,1,Respiratory,4,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,29,COPD,7/7/14 12:28
54,46,GlaxoSmithKline,Large Pharma,1470,961081,MABA081,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,123,Asthma & COPD Combination Products,61,Asthma & COPD,1,Respiratory,4,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,29,COPD,7/7/14 12:28
54,46,GlaxoSmithKline,Large Pharma,1470,961081,MABA081,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,123,Asthma & COPD Combination Products,61,Asthma & COPD,1,Respiratory,4,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,29,COPD,7/7/14 12:28
54,46,GlaxoSmithKline,Large Pharma,1470,961081,MABA081,Small Molecule (Chemical),Phase II,Licensed (Development),,,,,123,Asthma & COPD Combination Products,61,Asthma & COPD,1,Respiratory,4,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,29,COPD,7/7/14 12:28
55,46,GlaxoSmithKline,Large Pharma,4324,camicinal,camicinal,Small Molecule (Chemical),Phase II,In-House,,,,,2,Bowel Dysfunction Treatments,50,Motility Disorders,11,Gastrointestinal,4,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Gastroparesis,7/7/14 12:28
55,46,GlaxoSmithKline,Large Pharma,4324,camicinal,camicinal,Small Molecule (Chemical),Phase II,In-House,,,,,2,Bowel Dysfunction Treatments,50,Motility Disorders,11,Gastrointestinal,4,Global,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Gastroparesis,7/7/14 12:28
55,46,GlaxoSmithKline,Large Pharma,4324,camicinal,camicinal,Small Molecule (Chemical),Phase II,In-House,,,,,2,Bowel Dysfunction Treatments,50,Motility Disorders,11,Gastrointestinal,4,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Gastroparesis,7/7/14 12:28
55,46,GlaxoSmithKline,Large Pharma,4324,camicinal,camicinal,Small Molecule (Chemical),Phase II,In-House,,,,,2,Bowel Dysfunction Treatments,50,Motility Disorders,11,Gastrointestinal,4,ROW,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Gastroparesis,7/7/14 12:28
55,46,GlaxoSmithKline,Large Pharma,4324,camicinal,camicinal,Small Molecule (Chemical),Phase II,In-House,,,,,2,Bowel Dysfunction Treatments,50,Motility Disorders,11,Gastrointestinal,4,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Gastroparesis,7/7/14 12:28
55,46,GlaxoSmithKline,Large Pharma,4324,camicinal,camicinal,Small Molecule (Chemical),Phase II,In-House,,,,,2,Bowel Dysfunction Treatments,50,Motility Disorders,11,Gastrointestinal,4,US,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Gastroparesis,7/7/14 12:28
56,41,Enzon,Small Biotech,1226,Abelcet,amphotericin liposomal,Small Molecule (Chemical),Launched,Licensed (Marketed),Jul-96,Jul-95,Jul-14,Expired,93,Polyenes,25,Fungal Infection,7,Anti-infectives,6,Global,Sales,23.834,0,0,0,0,0,0,0,0,0,0,0,0,47,invasive fungal infections,7/7/14 12:28
56,41,Enzon,Small Biotech,1226,Abelcet,amphotericin liposomal,Small Molecule (Chemical),Launched,Licensed (Marketed),Jul-96,Jul-95,Jul-14,Expired,93,Polyenes,25,Fungal Infection,7,Anti-infectives,6,ROW,Sales,5.10755,0,0,0,0,0,0,0,0,0,0,0,0,47,invasive fungal infections,7/7/14 12:28
56,41,Enzon,Small Biotech,1226,Abelcet,amphotericin liposomal,Small Molecule (Chemical),Launched,Licensed (Marketed),Jul-96,Jul-95,Jul-14,Expired,93,Polyenes,25,Fungal Infection,7,Anti-infectives,6,US,Sales,18.72645,0,0,0,0,0,0,0,0,0,0,0,0,47,invasive fungal infections,7/7/14 12:28
57,24,Bristol-Myers Squibb,Large Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,Licensed (Development),Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,6,Global,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,Schizophrenia,7/7/14 12:28
57,24,Bristol-Myers Squibb,Large Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,Licensed (Development),Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,6,Global,Sales,2592,2565,2758,2827,2289,1930,900,0,0,0,0,0,-100,1324,Schizophrenia,7/7/14 12:28
57,24,Bristol-Myers Squibb,Large Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,Licensed (Development),Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,6,ROW,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,Schizophrenia,7/7/14 12:28
57,24,Bristol-Myers Squibb,Large Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,Licensed (Development),Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,6,ROW,Sales,510,607,721,725,770,430,0,0,0,0,0,0,-100,1324,Schizophrenia,7/7/14 12:28
57,24,Bristol-Myers Squibb,Large Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,Licensed (Development),Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,6,US,Alliance Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,Schizophrenia,7/7/14 12:28
57,24,Bristol-Myers Squibb,Large Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,Licensed (Development),Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,6,US,Sales,2082,1958,2037,2102,1519,1500,900,0,0,0,0,0,-100,1324,Schizophrenia,7/7/14 12:28
58,73,Otsuka,Regional & Specialty Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,In-House,Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,7,Global,Alliance Revenue,2490.831507,2501.605015,2620.450903,2540.174281,2003.476727,1953.29971,1426.032206,517.4809234,518.2863412,513.4538345,513.4538345,512.4873332,-17.69727709,1324,Schizophrenia,7/7/14 12:28
58,73,Otsuka,Regional & Specialty Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,In-House,Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,7,Global,Sales,1547.040092,2079.935566,2591.360738,2732.794132,3543.83823,4078.937668,2074.856878,1266.573824,1107.194532,1069.024354,1016.553975,985.5281178,-16.70874925,1324,Schizophrenia,7/7/14 12:28
58,73,Otsuka,Regional & Specialty Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,In-House,Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,7,ROW,Alliance Revenue,350.8312019,414.3389091,478.9209733,457.4721454,493.31839,513.4538345,513.4538345,517.4809234,518.2863412,513.4538345,513.4538345,512.4873332,0.546073715,1324,Schizophrenia,7/7/14 12:28
58,73,Otsuka,Regional & Specialty Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,In-House,Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,7,ROW,Sales,391.0693268,568.4670067,730.2675936,770.4794027,604.0633347,583.4245041,362.3373236,322.2436265,297.7923509,279.5148441,257.9928407,239.5278585,-12.37852386,1324,Schizophrenia,7/7/14 12:28
58,73,Otsuka,Regional & Specialty Pharma,326,Abilify,aripiprazole,Small Molecule (Chemical),Launched,In-House,Nov-02,Jul-03,Apr-15,Oct-14,69,Atypical Anti-psychotics,46,Schizophrenia,12,Central Nervous System,7,US,Alliance Revenue,2140.000305,2087.266106,2141.52993,2082.702135,1510.158337,1439.845876,912.5783719,0,0,0,0,0,-100,1324,Schizophrenia,7/7/14 12:28
